Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,1.0390592372558383,1.0620642479263318,1.0390592372558383,1.0428932905197144,62775,0.0,0.0
1980-03-18 00:00:00-05:00,1.0428937169993995,1.0582304299604213,1.0428937169993995,1.0505620241165161,64125,0.0,0.0
1980-03-19 00:00:00-05:00,1.0582298768984977,1.0697324302893898,1.0582298768984977,1.0658981800079346,40500,0.0,0.0
1980-03-20 00:00:00-05:00,1.0658985869129596,1.0658985869129596,1.0543962265845341,1.0582302808761597,18900,0.0,0.0
1980-03-21 00:00:00-05:00,1.0582302528629601,1.0812351703643799,1.0582302528629601,1.0812351703643799,97200,0.0,0.0
1980-03-24 00:00:00-05:00,1.0735663320076716,1.0735663320076716,1.0543956756591797,1.0543956756591797,90450,0.0,0.0
1980-03-25 00:00:00-05:00,1.0543963751286514,1.0582304299604213,1.0467279692847462,1.0505620241165161,72225,0.0,0.0
1980-03-26 00:00:00-05:00,1.050561876112585,1.0658985869129596,1.042893570075785,1.0582302808761597,31725,0.0,0.0
1980-03-27 00:00:00-05:00,1.0543963751286514,1.0543963751286514,1.0198887956480496,1.0505620241165161,62100,0.0,0.0
1980-03-28 00:00:00-05:00,1.0505615185534856,1.0505615185534856,1.0198883048459282,1.0390591621398926,84375,0.0,0.0
1980-03-31 00:00:00-05:00,1.0505617065640473,1.0735667196884784,1.0505617065640473,1.069732666015625,55350,0.0,0.0
1980-04-01 00:00:00-05:00,1.0697328386581342,1.0889036037501343,1.050561876112585,1.0582302808761597,126225,0.0,0.0
1980-04-02 00:00:00-05:00,1.065897903829598,1.0965712070465088,1.065897903829598,1.0965712070465088,58725,0.0,0.0
1980-04-03 00:00:00-05:00,1.119576965622855,1.1502504897237031,1.119576965622855,1.1387479305267334,311175,0.0,0.0
1980-04-07 00:00:00-05:00,1.1387476438183646,1.1655869089449047,1.134913392566886,1.1464159488677979,115425,0.0,0.0
1980-04-08 00:00:00-05:00,1.138747745083193,1.138747745083193,1.1272451877593994,1.1272451877593994,218025,0.0,0.0
1980-04-09 00:00:00-05:00,1.119576261139285,1.119576261139285,1.0889030525196453,1.111907958984375,181575,0.0,0.0
1980-04-10 00:00:00-05:00,1.111907845626478,1.1425813472991586,1.111907845626478,1.1349128484725952,191700,0.0,0.0
1980-04-11 00:00:00-05:00,1.1349128484725952,1.1579180487721417,1.1310787965127427,1.1349128484725952,112050,0.0,0.0
1980-04-14 00:00:00-05:00,1.1349140875407286,1.1349140875407286,1.1234117216497737,1.1310800313949585,18900,0.0,0.0
1980-04-15 00:00:00-05:00,1.1234111409692082,1.1234111409692082,1.1042401790618896,1.1042401790618896,63450,0.0,0.0
1980-04-16 00:00:00-05:00,1.1119084040891694,1.1234110593795776,1.1119084040891694,1.1234110593795776,30375,0.0,0.0
1980-04-17 00:00:00-05:00,1.1157427364609267,1.1157427364609267,1.1004061248979058,1.1042401790618896,43875,0.0,0.0
1980-04-18 00:00:00-05:00,1.1042395081690586,1.1157420585795947,1.0965712070465088,1.0965712070465088,27675,0.0,0.0
1980-04-21 00:00:00-05:00,1.0927376791400558,1.0927376791400558,1.0582301100900302,1.069732666015625,83700,0.0,0.0
1980-04-22 00:00:00-05:00,1.069732803045093,1.1042401790618896,1.0582302456460562,1.1042401790618896,122850,0.0,0.0
1980-04-23 00:00:00-05:00,1.1042401790618896,1.1042401790618896,1.0774011088266033,1.1042401790618896,132300,0.0,0.0
1980-04-24 00:00:00-05:00,1.1042395081690586,1.1042395081690586,1.0812345060746977,1.0965712070465088,209250,0.0,0.0
1980-04-25 00:00:00-05:00,1.0927378265686336,1.0927378265686336,1.0774011161742485,1.0812351703643799,21600,0.0,0.0
1980-04-28 00:00:00-04:00,1.0927378191163954,1.1119084848434,1.0927378191163954,1.1042401790618896,141750,0.0,0.0
1980-04-29 00:00:00-04:00,1.1042400562506223,1.1119083611792797,1.1004060025130538,1.1080743074417114,45225,0.0,0.0
1980-04-30 00:00:00-04:00,1.108074569612072,1.1234112818248123,1.0965720107708208,1.1195769309997559,85050,0.0,0.0
1980-05-01 00:00:00-04:00,1.1234113165664894,1.1464162375068554,1.1234113165664894,1.1387479305267334,48600,0.0,0.0
1980-05-02 00:00:00-04:00,1.138747640192621,1.1579186002086883,1.1310793351676036,1.1502501964569092,49950,0.0,0.0
1980-05-05 00:00:00-04:00,1.1655861144535624,1.2115960121154785,1.1655861144535624,1.2115960121154785,621675,0.0,0.0
1980-05-06 00:00:00-04:00,1.2115973119500423,1.2346023348247621,1.1924264430999756,1.1924264430999756,143775,0.0,0.0
1980-05-07 00:00:00-04:00,1.1924251638324417,1.226932710487247,1.1924251638324417,1.2115960121154785,483975,0.0,0.0
1980-05-08 00:00:00-04:00,1.2115976873960208,1.2231000543074964,1.2000951230308832,1.207763433456421,36450,0.0,0.0
1980-05-09 00:00:00-04:00,1.2000949382781982,1.2000949382781982,1.1847582210613545,1.2000949382781982,24975,0.0,0.0
1980-05-12 00:00:00-04:00,1.2000937892395198,1.2000937892395198,1.1694204829010326,1.1962597370147705,27000,0.0,0.0
1980-05-13 00:00:00-04:00,1.1962606958514292,1.2077630591985884,1.1847580363238686,1.1924264430999756,40500,0.0,0.0
1980-05-14 00:00:00-04:00,1.1962597370147705,1.2115963408206534,1.1962597370147705,1.1962597370147705,61425,0.0,0.0
1980-05-15 00:00:00-04:00,1.1962606958514292,1.2039290039007358,1.1847580363238686,1.1924264430999756,37125,0.0,0.0
1980-05-16 00:00:00-04:00,1.1924259904521952,1.1924259904521952,1.1809235327445962,1.1885918378829956,11475,0.0,0.0
1980-05-19 00:00:00-04:00,1.1885917888733062,1.226933510437869,1.1885917888733062,1.2154308557510376,51300,0.0,0.0
1980-05-20 00:00:00-04:00,1.215431367247895,1.215431367247895,1.1924264430999756,1.1924264430999756,85725,0.0,0.0
1980-05-21 00:00:00-04:00,1.1924262341447949,1.1962604862243522,1.177089522006915,1.1847578287124634,40500,0.0,0.0
1980-05-22 00:00:00-04:00,1.1847570867069155,1.2039280389177118,1.1732547325792246,1.1962597370147705,143775,0.0,0.0
1980-05-23 00:00:00-04:00,1.2000934636549785,1.2192643119380153,1.2000934636549785,1.2115960121154785,113400,0.0,0.0
1980-05-27 00:00:00-04:00,1.2115975008725348,1.2115975008725348,1.2000949382781982,1.2000949382781982,57375,0.0,0.0
1980-05-28 00:00:00-04:00,1.2039283760305617,1.2192649841308594,1.2039283760305617,1.2192649841308594,135000,0.0,0.0
1980-05-29 00:00:00-04:00,1.2192647177330986,1.22309877019372,1.1847571595935047,1.2039281129837036,108675,0.0,0.0
1980-05-30 00:00:00-04:00,1.2000949382781982,1.2000949382781982,1.1770899118163407,1.2000949382781982,80325,0.0,0.0
1980-06-02 00:00:00-04:00,1.200094751149282,1.215431367247895,1.1847580363238686,1.1924264430999756,107325,0.0,0.0
1980-06-03 00:00:00-04:00,1.1924266290331844,1.203929191627521,1.1885924744106775,1.2000949382781982,101250,0.0,0.0
1980-06-04 00:00:00-04:00,1.2000937073958196,1.230767011642456,1.196259655432544,1.230767011642456,143100,0.0,0.0
1980-06-05 00:00:00-04:00,1.230767772059768,1.2422703299631914,1.2269337177276611,1.2269337177276611,95850,0.0,0.0
1980-06-06 00:00:00-04:00,1.2269338153035754,1.2882803678512573,1.2230994644862023,1.2882803678512573,205875,0.0,0.0
1980-06-09 00:00:00-04:00,1.253772887866615,1.253772887866615,1.2192653128831203,1.2269337177276611,150525,0.0,0.0
1980-06-10 00:00:00-04:00,1.2269338511487429,1.249938772003674,1.2154311932677047,1.2461047172546387,110700,0.0,0.0
1980-06-11 00:00:00-04:00,1.2461038872289614,1.295947947940468,1.2346013357365209,1.2691088914871216,140400,0.0,0.0
1980-06-12 00:00:00-04:00,1.2652759552001953,1.2652759552001953,1.2346026172591695,1.2652759552001953,178200,0.0,0.0
1980-06-13 00:00:00-04:00,1.2652753899375258,1.3189536333084106,1.2652753899375258,1.3189536333084106,196425,0.0,0.0
1980-06-16 00:00:00-04:00,1.3036174265408982,1.3036174265408982,1.2652757839846647,1.2729440927505493,298350,0.0,0.0
1980-06-17 00:00:00-04:00,1.2729440927505493,1.2729440927505493,1.2576073764919702,1.2729440927505493,344250,0.0,0.0
